ID,Year,State,Crop_Type,Rainfall (mm),Soil_Type,Irrigation_Area (ha),Crop_Yield (kg/ha)
8817,2004,Punjab,Rice,812,Loamy,161,2847
8818,2014,Punjab,Rice,870,Alluvial,172,2789
8819,2015,Punjab,Bajra,487,Loamy,80,2008
8820,2018,Punjab,Rice,977,Loamy,106,2926
8821,2018,Punjab,Bajra,533,Loamy,94,2991
8822,2015,Punjab,Wheat,627,Loamy,171,3868
8823,2015,Punjab,Bajra,498,Alluvial,81,2644
8824,2015,Punjab,Wheat,612,Loamy,156,3718
8825,2014,Punjab,Bajra,347,Loamy,53,2645
8826,2006,Punjab,Wheat,448,Loamy,131,3868
8827,2007,Punjab,Bajra,496,Alluvial,96,2529
8828,2011,Punjab,Wheat,679,Loamy,133,3726
8829,2014,Punjab,Wheat,459,Loamy,158,3906
8830,2004,Punjab,Bajra,313,Loamy,99,2893
8831,2009,Punjab,Wheat,444,Alluvial,176,2764
8832,2016,Punjab,Wheat,604,Loamy,105,3782
8833,2020,Punjab,Wheat,593,Loamy,103,3922
8834,2007,Punjab,Bajra,567,Alluvial,77,2564
8835,2008,Punjab,Rice,999,Alluvial,132,2688
8836,2000,Punjab,Bajra,591,Loamy,90,2536
8837,2007,Punjab,Rice,856,Loamy,164,3260
8838,2014,Punjab,Wheat,429,Loamy,163,3900
8839,2014,Punjab,Rice,837,Loamy,100,2999
8840,2008,Punjab,Bajra,501,Alluvial,100,2136
8841,2003,Punjab,Wheat,568,Loamy,129,3568
8842,2015,Punjab,Bajra,393,Loamy,99,2756
8843,2003,Punjab,Wheat,662,Loamy,172,3864
8844,2012,Punjab,Bajra,574,Loamy,100,2866
8845,2007,Punjab,Wheat,415,Loamy,128,3715
8846,2008,Punjab,Rice,965,Loamy,152,3435
8847,2008,Punjab,Rice,894,Alluvial,177,2508
8848,2009,Punjab,Wheat,492,Loamy,159,3418
8849,2001,Punjab,Rice,800,Loamy,153,3171
8850,2000,Punjab,Rice,878,Alluvial,162,2901
8851,2013,Punjab,Rice,986,Alluvial,173,3067
8852,2011,Punjab,Bajra,517,Alluvial,79,1971
8853,2010,Punjab,Rice,838,Loamy,179,3105
8854,2005,Punjab,Rice,857,Alluvial,144,2806
8855,2008,Punjab,Bajra,498,Loamy,89,2540
8856,2005,Punjab,Wheat,520,Alluvial,158,3049
8857,2005,Punjab,Wheat,684,Loamy,124,3965
8858,2009,Punjab,Bajra,520,Alluvial,94,2409
8859,2001,Punjab,Rice,962,Loamy,117,3291
8860,2019,Punjab,Wheat,661,Alluvial,105,2988
8861,2009,Punjab,Rice,834,Loamy,157,3480
8862,2011,Punjab,Bajra,418,Loamy,96,2435
8863,2000,Punjab,Rice,914,Loamy,119,3114
8864,2004,Punjab,Rice,846,Loamy,147,3147
8865,2017,Punjab,Wheat,403,Loamy,167,3409
8866,2009,Punjab,Rice,874,Alluvial,140,2507
8867,2002,Punjab,Wheat,416,Loamy,142,3885
8868,2011,Punjab,Wheat,540,Loamy,126,3691
8869,2008,Punjab,Wheat,587,Loamy,170,3861
8870,2004,Punjab,Bajra,311,Loamy,66,2762
8871,2016,Punjab,Wheat,533,Loamy,135,3720
8872,2012,Punjab,Bajra,520,Loamy,68,2769
8873,2014,Punjab,Wheat,632,Alluvial,146,2990
8874,2003,Punjab,Bajra,549,Alluvial,58,2299
8875,2005,Punjab,Wheat,504,Loamy,179,3610
8876,2016,Punjab,Rice,897,Alluvial,112,2979
8877,2005,Punjab,Bajra,529,Alluvial,56,1831
8878,2000,Punjab,Bajra,371,Loamy,52,2747
8879,2017,Punjab,Rice,947,Loamy,103,3453
8880,2013,Punjab,Bajra,346,Alluvial,64,2501
8881,2014,Punjab,Wheat,442,Loamy,109,3915
8882,2008,Punjab,Bajra,353,Alluvial,84,2253
8883,2003,Punjab,Bajra,318,Loamy,59,2333
8884,2017,Punjab,Bajra,560,Loamy,56,2591
8885,2011,Punjab,Wheat,682,Alluvial,106,2806
8886,2008,Punjab,Rice,954,Alluvial,134,2674
8887,2005,Punjab,Bajra,452,Loamy,72,2981
8888,2005,Punjab,Rice,894,Loamy,153,3024
8889,2011,Punjab,Wheat,695,Loamy,108,3656
8890,2009,Punjab,Rice,972,Loamy,123,3107
8891,2013,Punjab,Rice,928,Loamy,169,3320
8892,2002,Punjab,Bajra,535,Loamy,91,2667
8893,2006,Punjab,Wheat,415,Alluvial,123,3039
8894,2016,Punjab,Bajra,302,Loamy,80,2144
8895,2005,Punjab,Wheat,663,Loamy,102,3016
8896,2002,Punjab,Wheat,592,Loamy,149,3530
8897,2010,Punjab,Wheat,512,Alluvial,109,3014
8898,2011,Punjab,Wheat,664,Alluvial,158,3105
8899,2010,Punjab,Wheat,451,Alluvial,164,3466
8900,2009,Punjab,Rice,833,Loamy,116,2848
8901,2013,Punjab,Wheat,541,Loamy,122,3720
8902,2011,Punjab,Bajra,328,Alluvial,62,1949
8903,2020,Punjab,Bajra,594,Loamy,89,2188
8904,2005,Punjab,Rice,886,Alluvial,118,2707
8905,2018,Punjab,Rice,946,Alluvial,163,2903
8906,2011,Punjab,Rice,808,Alluvial,179,2894
8907,2008,Punjab,Rice,904,Loamy,174,3049
8908,2010,Punjab,Rice,906,Alluvial,136,2854
8909,2007,Punjab,Bajra,334,Loamy,54,2681
8910,2003,Punjab,Rice,899,Loamy,142,2962
8911,2010,Punjab,Rice,848,Loamy,126,3152
8912,2008,Punjab,Wheat,599,Loamy,176,3257
8913,2002,Punjab,Rice,896,Alluvial,155,3016
8914,2001,Punjab,Wheat,481,Loamy,108,3660
8915,2005,Punjab,Bajra,590,Loamy,100,2547
8916,2017,Punjab,Bajra,332,Loamy,87,2110
8917,2016,Punjab,Bajra,519,Alluvial,85,2493
8918,2003,Punjab,Wheat,585,Alluvial,114,3171
8919,2015,Punjab,Bajra,515,Loamy,57,2374
8920,2011,Punjab,Rice,935,Loamy,124,3256
8921,2016,Punjab,Bajra,479,Loamy,80,2094
8922,2018,Punjab,Bajra,519,Loamy,100,2945
8923,2001,Punjab,Wheat,687,Alluvial,105,3357
8924,2001,Punjab,Rice,967,Loamy,105,2829
8925,2009,Punjab,Bajra,523,Loamy,86,2968
8926,2008,Punjab,Wheat,570,Loamy,151,3656
8927,2020,Punjab,Bajra,466,Alluvial,60,1975
8928,2001,Punjab,Bajra,500,Loamy,56,2665
8929,2015,Punjab,Rice,804,Loamy,137,3080
8930,2013,Punjab,Wheat,527,Loamy,114,3022
8931,2006,Punjab,Wheat,499,Alluvial,168,3224
8932,2011,Punjab,Bajra,372,Loamy,67,2684
8933,2012,Punjab,Rice,982,Loamy,137,3309
8934,2000,Punjab,Bajra,546,Loamy,78,2912
8935,2001,Punjab,Wheat,420,Loamy,108,3759
8936,2010,Punjab,Bajra,512,Alluvial,72,2223
8937,2015,Punjab,Rice,885,Alluvial,141,2956
8938,2017,Punjab,Wheat,497,Loamy,107,3208
8939,2020,Punjab,Bajra,492,Loamy,80,2195
8940,2001,Punjab,Rice,831,Loamy,138,2827
8941,2012,Punjab,Wheat,468,Loamy,180,3977
8942,2017,Punjab,Wheat,682,Loamy,117,3903
8943,2018,Punjab,Bajra,552,Loamy,83,2063
8944,2006,Punjab,Bajra,451,Loamy,62,2487
8945,2020,Punjab,Bajra,402,Loamy,69,2577
8946,2010,Punjab,Bajra,324,Loamy,67,2856
8947,2008,Punjab,Wheat,682,Loamy,135,3627
8948,2001,Punjab,Bajra,516,Loamy,77,2907
8949,2000,Punjab,Rice,843,Alluvial,170,2567
8950,2005,Punjab,Wheat,412,Alluvial,134,2927
8951,2013,Punjab,Bajra,473,Loamy,82,2290
8952,2018,Punjab,Rice,861,Loamy,141,2851
8953,2012,Punjab,Wheat,555,Loamy,171,3274
8954,2014,Punjab,Rice,990,Loamy,174,2985
8955,2015,Punjab,Rice,891,Loamy,150,3331
8956,2007,Punjab,Rice,961,Loamy,179,3222
8957,2004,Punjab,Rice,899,Loamy,143,3415
8958,2019,Punjab,Wheat,476,Alluvial,128,2902
8959,2017,Punjab,Rice,813,Alluvial,168,3090
8960,2007,Punjab,Rice,998,Loamy,134,3111
8961,2006,Punjab,Rice,868,Loamy,113,3437
8962,2010,Punjab,Wheat,608,Loamy,135,3855
8963,2007,Punjab,Wheat,497,Loamy,174,3888
8964,2000,Punjab,Wheat,640,Loamy,156,3045
8965,2007,Punjab,Wheat,682,Alluvial,112,2812
8966,2005,Punjab,Bajra,503,Loamy,100,2461
8967,2013,Punjab,Wheat,525,Loamy,180,3621
8968,2001,Punjab,Wheat,587,Loamy,128,3337
8969,2015,Punjab,Bajra,368,Alluvial,80,2297
8970,2015,Punjab,Wheat,405,Alluvial,177,2919
8971,2009,Punjab,Wheat,515,Loamy,141,3271
8972,2019,Punjab,Rice,862,Alluvial,159,2812
8973,2020,Punjab,Rice,820,Alluvial,122,2695
8974,2018,Punjab,Rice,942,Alluvial,161,2783
8975,2008,Punjab,Wheat,525,Loamy,140,3695
8976,2017,Punjab,Bajra,473,Loamy,54,2069
8977,2007,Punjab,Rice,977,Loamy,159,3102
8978,2014,Punjab,Rice,982,Loamy,131,2806
8979,2003,Punjab,Bajra,475,Alluvial,84,1946
8980,2020,Punjab,Rice,896,Alluvial,140,3112
8981,2004,Punjab,Wheat,424,Loamy,172,3160
8982,2001,Punjab,Wheat,555,Loamy,173,3474
8983,2017,Punjab,Bajra,303,Loamy,79,2101
8984,2018,Punjab,Bajra,390,Loamy,60,2049
8985,2005,Punjab,Wheat,495,Loamy,180,3592
8986,2008,Punjab,Wheat,457,Loamy,118,3040
8987,2006,Punjab,Wheat,561,Loamy,136,3142
8988,2015,Punjab,Rice,990,Loamy,157,3477
8989,2019,Punjab,Bajra,358,Loamy,63,2270
8990,2000,Punjab,Wheat,546,Loamy,107,3460
8991,2013,Punjab,Rice,996,Loamy,100,2905
8992,2004,Punjab,Bajra,405,Loamy,60,2408
8993,2015,Punjab,Rice,967,Loamy,131,2862
8994,2010,Punjab,Bajra,434,Loamy,54,2875
8995,2019,Punjab,Bajra,326,Loamy,99,2760
8996,2004,Punjab,Wheat,523,Loamy,162,3388
8997,2010,Punjab,Bajra,377,Loamy,100,2707
8998,2009,Punjab,Wheat,618,Loamy,176,3401
8999,2006,Punjab,Wheat,527,Loamy,132,3273
9000,2005,Punjab,Rice,966,Loamy,161,3027
9001,2004,Punjab,Bajra,500,Loamy,98,2842
9002,2011,Punjab,Wheat,501,Loamy,166,3894
9003,2010,Punjab,Wheat,685,Loamy,145,3234
9004,2002,Punjab,Wheat,412,Loamy,128,3749
9005,2001,Punjab,Bajra,383,Loamy,63,2144
9006,2000,Punjab,Bajra,509,Alluvial,90,2165
9007,2007,Punjab,Wheat,554,Loamy,114,3561
9008,2010,Punjab,Rice,945,Loamy,111,3294
9009,2003,Punjab,Bajra,406,Loamy,98,2471
9010,2016,Punjab,Wheat,494,Loamy,116,3619
9011,2006,Punjab,Rice,994,Loamy,170,3054
9012,2015,Punjab,Rice,917,Loamy,109,3464
9013,2007,Punjab,Bajra,387,Alluvial,79,2606
9014,2001,Punjab,Rice,959,Loamy,149,2900
9015,2016,Punjab,Bajra,399,Alluvial,95,1825
9016,2014,Punjab,Bajra,364,Loamy,95,2141
9017,2015,Punjab,Wheat,693,Loamy,152,3378
9018,2003,Punjab,Bajra,311,Loamy,71,2185
9019,2011,Punjab,Rice,986,Loamy,154,3006
9020,2004,Punjab,Bajra,580,Alluvial,85,1986
9021,2016,Punjab,Rice,935,Loamy,114,3337
9022,2007,Punjab,Rice,869,Alluvial,120,2867
9023,2017,Punjab,Wheat,649,Alluvial,126,3214
9024,2012,Punjab,Rice,955,Alluvial,129,2795
9025,2013,Punjab,Rice,835,Alluvial,143,2737
9026,2012,Punjab,Bajra,490,Loamy,80,2990
9027,2017,Punjab,Bajra,430,Loamy,71,2225
9028,2003,Punjab,Wheat,629,Loamy,104,3846
9029,2011,Punjab,Wheat,468,Loamy,114,3081
9030,2011,Punjab,Rice,848,Alluvial,155,2609
9031,2010,Punjab,Wheat,588,Loamy,171,3900
9032,2013,Punjab,Rice,809,Loamy,119,3335
9033,2020,Punjab,Bajra,377,Loamy,56,2467
9034,2003,Punjab,Bajra,302,Loamy,74,2212
9035,2009,Punjab,Bajra,576,Loamy,56,2865
9036,2008,Punjab,Bajra,310,Alluvial,98,2245
9037,2018,Punjab,Wheat,608,Alluvial,121,2948
9038,2015,Punjab,Bajra,355,Loamy,64,2961
9039,2015,Punjab,Wheat,512,Loamy,127,3556
9040,2017,Punjab,Rice,885,Alluvial,115,2691
9041,2011,Punjab,Wheat,533,Loamy,126,3480
9042,2007,Punjab,Wheat,658,Alluvial,127,3090
9043,2003,Punjab,Bajra,574,Loamy,84,2584
9044,2006,Punjab,Wheat,484,Alluvial,130,3302
9045,2017,Punjab,Wheat,539,Loamy,152,3632
9046,2002,Punjab,Bajra,543,Loamy,75,2466
9047,2000,Punjab,Bajra,347,Loamy,96,2174
9048,2003,Punjab,Bajra,486,Alluvial,55,1813
9049,2003,Punjab,Bajra,494,Alluvial,58,2421
9050,2017,Punjab,Bajra,498,Loamy,75,2702
9051,2012,Punjab,Bajra,451,Loamy,71,2542
9052,2020,Punjab,Bajra,301,Loamy,77,2689
9053,2012,Punjab,Wheat,407,Loamy,180,3278
9054,2018,Punjab,Bajra,413,Loamy,64,2934
9055,2020,Punjab,Bajra,368,Loamy,98,2380
9056,2004,Punjab,Bajra,331,Loamy,93,2240
9057,2000,Punjab,Bajra,351,Loamy,62,2644
9058,2011,Punjab,Wheat,601,Alluvial,160,2750
9059,2014,Punjab,Bajra,464,Loamy,98,2888
9060,2020,Punjab,Rice,972,Loamy,174,3259
9061,2012,Punjab,Wheat,572,Loamy,114,3457
9062,2007,Punjab,Wheat,570,Alluvial,143,3118
9063,2015,Punjab,Rice,869,Loamy,140,3186
9064,2008,Punjab,Rice,867,Alluvial,140,2799
9065,2013,Punjab,Wheat,469,Loamy,151,3178
9066,2000,Punjab,Wheat,421,Loamy,100,3326
9067,2013,Punjab,Bajra,559,Loamy,54,2033
9068,2004,Punjab,Wheat,444,Loamy,155,3110
9069,2020,Punjab,Wheat,656,Loamy,138,3165
9070,2010,Punjab,Bajra,347,Loamy,61,2191
9071,2002,Punjab,Wheat,663,Alluvial,154,3262
9072,2013,Punjab,Wheat,643,Alluvial,113,3219
9073,2016,Punjab,Rice,851,Alluvial,153,2634
9074,2019,Punjab,Rice,839,Loamy,152,2843
9075,2000,Punjab,Rice,993,Alluvial,147,2916
9076,2013,Punjab,Wheat,571,Alluvial,167,3005
9077,2005,Punjab,Bajra,389,Loamy,87,2808
9078,2018,Punjab,Bajra,330,Loamy,100,2655
9079,2013,Punjab,Bajra,436,Loamy,85,2671
9080,2016,Punjab,Rice,849,Loamy,135,2975
9081,2006,Punjab,Wheat,491,Loamy,112,3228
9082,2014,Punjab,Bajra,570,Loamy,93,2557
9083,2017,Punjab,Wheat,411,Loamy,171,3967
9084,2015,Punjab,Wheat,480,Loamy,176,3619
9085,2012,Punjab,Bajra,440,Alluvial,85,2083
9086,2005,Punjab,Wheat,654,Loamy,165,3633
9087,2001,Punjab,Wheat,664,Alluvial,166,3347
9088,2016,Punjab,Bajra,472,Loamy,85,2531
9089,2015,Punjab,Bajra,549,Alluvial,98,2473
9090,2010,Punjab,Rice,947,Loamy,177,3300
9091,2009,Punjab,Rice,813,Loamy,178,3346
9092,2015,Punjab,Bajra,411,Loamy,74,2785
9093,2015,Punjab,Wheat,696,Alluvial,125,2788
9094,2012,Punjab,Bajra,431,Loamy,77,2008
9095,2005,Punjab,Bajra,460,Loamy,100,2952
9096,2002,Punjab,Bajra,430,Alluvial,66,2403
9097,2014,Punjab,Bajra,478,Loamy,65,2405
9098,2007,Punjab,Wheat,531,Loamy,170,3834
9099,2010,Punjab,Bajra,545,Loamy,54,2811
9100,2016,Punjab,Bajra,376,Loamy,74,2124
9101,2003,Punjab,Wheat,566,Loamy,127,3904
9102,2000,Punjab,Rice,838,Loamy,119,3313
9103,2020,Punjab,Bajra,400,Loamy,99,2040
9104,2011,Punjab,Rice,954,Loamy,126,3022
9105,2010,Punjab,Wheat,627,Loamy,155,3806
9106,2017,Punjab,Rice,957,Loamy,170,2805
9107,2010,Punjab,Rice,903,Loamy,160,3007
9108,2015,Punjab,Bajra,557,Loamy,66,2452
9109,2013,Punjab,Rice,915,Loamy,143,3007
9110,2011,Punjab,Bajra,379,Loamy,99,2105
9111,2015,Punjab,Wheat,546,Loamy,142,3078
9112,2019,Punjab,Wheat,505,Loamy,129,3181
9113,2003,Punjab,Wheat,617,Loamy,161,3149
9114,2002,Punjab,Rice,970,Loamy,162,3339
9115,2001,Punjab,Rice,879,Loamy,133,2960
9116,2002,Punjab,Rice,960,Alluvial,138,2581
9117,2009,Punjab,Wheat,585,Loamy,179,3955
9118,2003,Punjab,Wheat,650,Alluvial,102,2764
9119,2012,Punjab,Rice,871,Loamy,127,2889
9120,2010,Punjab,Wheat,646,Loamy,126,3404
9121,2008,Punjab,Rice,989,Loamy,139,3052
9122,2017,Punjab,Bajra,408,Loamy,88,2799
9123,2008,Punjab,Rice,812,Loamy,130,3159
9124,2020,Punjab,Bajra,464,Loamy,86,2741
9125,2011,Punjab,Bajra,352,Alluvial,65,2638
9126,2002,Punjab,Rice,816,Alluvial,179,3145
9127,2003,Punjab,Wheat,696,Alluvial,106,3459
9128,2016,Punjab,Rice,870,Loamy,133,3167
9129,2004,Punjab,Rice,933,Loamy,129,3329
9130,2006,Punjab,Bajra,448,Loamy,52,2791
9131,2000,Punjab,Bajra,381,Loamy,58,2075
9132,2016,Punjab,Rice,838,Loamy,164,3316
9133,2012,Punjab,Rice,838,Alluvial,133,3052
9134,2010,Punjab,Rice,928,Loamy,126,3404
9135,2018,Punjab,Rice,914,Loamy,162,3469
9136,2018,Punjab,Bajra,336,Loamy,67,2707
9137,2019,Punjab,Bajra,310,Loamy,61,2166
9138,2002,Punjab,Bajra,416,Alluvial,50,2373
9139,2006,Punjab,Wheat,639,Loamy,162,3626
9140,2019,Punjab,Wheat,472,Alluvial,130,3170
9141,2014,Punjab,Wheat,529,Alluvial,121,3391
9142,2000,Punjab,Bajra,443,Loamy,66,2936
9143,2020,Punjab,Bajra,543,Loamy,65,2768
9144,2011,Punjab,Rice,840,Alluvial,134,2731
9145,2001,Punjab,Rice,927,Loamy,141,3040
9146,2002,Punjab,Wheat,667,Loamy,129,3136
9147,2011,Punjab,Bajra,308,Loamy,70,2301
9148,2020,Punjab,Rice,906,Loamy,158,2898
9149,2014,Punjab,Bajra,580,Loamy,57,2138
9150,2016,Punjab,Wheat,477,Loamy,138,3470
9151,2007,Punjab,Wheat,700,Loamy,121,3626
9152,2008,Punjab,Wheat,500,Loamy,156,3627
9153,2005,Punjab,Bajra,596,Loamy,98,2171
9154,2010,Punjab,Bajra,420,Loamy,62,2306
9155,2008,Punjab,Bajra,401,Loamy,73,2246
9156,2016,Punjab,Wheat,657,Alluvial,177,2884
9157,2013,Punjab,Rice,959,Alluvial,104,2541
9158,2018,Punjab,Rice,908,Loamy,121,3498
9159,2015,Punjab,Wheat,416,Loamy,111,3704
9160,2011,Punjab,Wheat,649,Loamy,140,3069
9161,2017,Punjab,Rice,849,Loamy,107,3400
9162,2001,Punjab,Rice,923,Loamy,143,3358
9163,2004,Punjab,Rice,993,Loamy,135,3414
9164,2012,Punjab,Bajra,363,Loamy,59,2936
9165,2013,Punjab,Wheat,510,Loamy,120,3979
9166,2019,Punjab,Wheat,566,Loamy,141,3036
9167,2017,Punjab,Bajra,384,Loamy,59,2043
9168,2002,Punjab,Wheat,675,Alluvial,160,3184
9169,2017,Punjab,Rice,873,Loamy,110,2946
9170,2014,Punjab,Wheat,429,Loamy,137,3567
9171,2014,Punjab,Rice,888,Loamy,176,3336
9172,2006,Punjab,Rice,937,Alluvial,173,2578
9173,2012,Punjab,Wheat,445,Loamy,155,3932
9174,2012,Punjab,Bajra,491,Loamy,75,2146
9175,2014,Punjab,Rice,808,Loamy,101,3385
9176,2015,Punjab,Bajra,455,Loamy,84,2185
9177,2018,Punjab,Rice,907,Loamy,141,2932
9178,2002,Punjab,Rice,934,Alluvial,110,2803
9179,2018,Punjab,Rice,935,Loamy,180,3175
9180,2016,Punjab,Rice,961,Alluvial,148,3021
9181,2013,Punjab,Bajra,431,Loamy,72,2790
9182,2013,Punjab,Bajra,410,Loamy,82,2193
9183,2010,Punjab,Bajra,496,Loamy,78,2876
9184,2014,Punjab,Bajra,547,Loamy,63,2656
9185,2020,Punjab,Wheat,620,Loamy,105,3941
9186,2017,Punjab,Rice,873,Loamy,141,2975
9187,2016,Punjab,Rice,973,Loamy,117,3072
9188,2017,Punjab,Rice,824,Loamy,159,3264
9189,2008,Punjab,Bajra,588,Loamy,72,2147
9190,2017,Punjab,Wheat,464,Loamy,162,3810
9191,2018,Punjab,Bajra,461,Loamy,84,2248
9192,2003,Punjab,Rice,969,Loamy,145,3008
9193,2002,Punjab,Bajra,554,Loamy,99,2027
9194,2008,Punjab,Rice,984,Loamy,150,2889
9195,2010,Punjab,Rice,888,Alluvial,176,3035
9196,2018,Punjab,Wheat,617,Alluvial,162,2988
9197,2010,Punjab,Wheat,661,Loamy,124,3121
9198,2013,Punjab,Rice,958,Loamy,160,3467
9199,2015,Punjab,Rice,922,Alluvial,136,2880
9200,2011,Punjab,Bajra,337,Loamy,57,2512
9201,2000,Punjab,Wheat,603,Alluvial,109,2973
9202,2020,Punjab,Wheat,495,Loamy,128,3545
9203,2012,Punjab,Bajra,454,Loamy,96,2351
9204,2012,Punjab,Rice,804,Loamy,178,2843
9205,2020,Punjab,Bajra,529,Loamy,65,2445
9206,2020,Punjab,Wheat,618,Alluvial,176,2764
9207,2011,Punjab,Rice,904,Loamy,105,3272
9208,2015,Punjab,Wheat,663,Loamy,114,3562
9209,2018,Punjab,Wheat,593,Alluvial,132,2705
9210,2014,Punjab,Rice,853,Alluvial,139,3054
9211,2019,Punjab,Wheat,439,Loamy,112,3195
9212,2004,Punjab,Bajra,470,Loamy,58,2706
9213,2012,Punjab,Wheat,622,Loamy,138,3951
9214,2011,Punjab,Rice,883,Alluvial,124,2536
9215,2015,Punjab,Wheat,417,Loamy,120,3677
9216,2004,Punjab,Bajra,352,Loamy,56,2277
9217,2019,Punjab,Rice,982,Loamy,127,3412
9218,2013,Punjab,Wheat,595,Alluvial,160,3464
9219,2003,Punjab,Rice,903,Loamy,158,3339
9220,2004,Punjab,Rice,905,Loamy,140,3276
9221,2007,Punjab,Wheat,688,Loamy,155,3897
9222,2017,Punjab,Bajra,468,Loamy,91,2448
9223,2017,Punjab,Rice,952,Loamy,127,3360
9224,2004,Punjab,Wheat,585,Alluvial,101,3155
9225,2011,Punjab,Wheat,673,Alluvial,119,3168
9226,2003,Punjab,Rice,999,Loamy,165,2930
9227,2017,Punjab,Bajra,364,Loamy,88,2777
9228,2019,Punjab,Wheat,420,Loamy,146,3888
9229,2005,Punjab,Rice,831,Alluvial,149,2595
9230,2020,Punjab,Rice,945,Alluvial,168,2759
9231,2006,Punjab,Wheat,642,Loamy,179,3137
9232,2009,Punjab,Rice,909,Loamy,152,2964
9233,2001,Punjab,Bajra,311,Loamy,68,2278
9234,2013,Punjab,Bajra,414,Alluvial,59,2183
9235,2018,Punjab,Wheat,695,Alluvial,128,3307
9236,2018,Punjab,Wheat,559,Loamy,176,3186
9237,2005,Punjab,Rice,917,Loamy,159,3274
9238,2002,Punjab,Wheat,507,Loamy,107,3787
9239,2019,Punjab,Wheat,555,Loamy,162,3165
9240,2005,Punjab,Rice,973,Alluvial,111,2682
9241,2007,Punjab,Wheat,670,Alluvial,124,3244
9242,2005,Punjab,Rice,995,Loamy,103,3006
9243,2016,Punjab,Bajra,492,Alluvial,80,2339
9244,2007,Punjab,Bajra,326,Loamy,67,2029
9245,2005,Punjab,Wheat,613,Loamy,107,3924
9246,2005,Punjab,Wheat,460,Loamy,101,3907
9247,2008,Punjab,Bajra,528,Loamy,88,2493
9248,2010,Punjab,Wheat,494,Loamy,165,3079
9249,2018,Punjab,Rice,905,Loamy,142,3409
9250,2009,Punjab,Bajra,538,Alluvial,62,2388
9251,2004,Punjab,Rice,815,Loamy,177,3484
9252,2000,Punjab,Rice,800,Loamy,136,3029
9253,2013,Punjab,Rice,819,Alluvial,107,2616
9254,2007,Punjab,Rice,911,Loamy,124,2878
9255,2009,Punjab,Bajra,304,Loamy,65,2900
9256,2020,Punjab,Bajra,507,Loamy,53,2611
9257,2011,Punjab,Rice,820,Loamy,114,2862
9258,2016,Punjab,Wheat,432,Loamy,134,3626
9259,2014,Punjab,Bajra,449,Loamy,53,2339
9260,2016,Punjab,Wheat,445,Loamy,165,3486
9261,2001,Punjab,Rice,999,Loamy,120,2939
9262,2020,Punjab,Wheat,507,Loamy,146,3420
9263,2012,Punjab,Rice,920,Loamy,158,3390
9264,2020,Punjab,Wheat,612,Loamy,129,3769
9265,2008,Punjab,Rice,947,Loamy,144,3347
9266,2011,Punjab,Bajra,418,Loamy,95,2317
9267,2007,Punjab,Rice,890,Loamy,115,2923
9268,2007,Punjab,Rice,857,Loamy,117,3037
9269,2014,Punjab,Rice,895,Loamy,114,2962
9270,2003,Punjab,Rice,825,Loamy,136,3390
9271,2012,Punjab,Bajra,318,Loamy,72,2747
9272,2011,Punjab,Wheat,474,Loamy,143,3429
9273,2005,Punjab,Bajra,480,Loamy,98,2412
9274,2010,Punjab,Wheat,659,Loamy,174,3817
9275,2006,Punjab,Rice,893,Loamy,119,3435
9276,2006,Punjab,Bajra,587,Loamy,63,2789
9277,2015,Punjab,Bajra,484,Alluvial,55,2664
9278,2015,Punjab,Bajra,315,Loamy,63,2641
9279,2008,Punjab,Wheat,655,Loamy,146,3896
9280,2007,Punjab,Rice,882,Alluvial,138,2893
9281,2002,Punjab,Rice,929,Loamy,105,3322
9282,2016,Punjab,Wheat,430,Loamy,133,3786
9283,2010,Punjab,Rice,969,Loamy,156,3172
9284,2005,Punjab,Rice,961,Loamy,103,3338
9285,2000,Punjab,Wheat,456,Loamy,178,3409
9286,2003,Punjab,Rice,818,Loamy,146,3128
9287,2009,Punjab,Bajra,545,Loamy,69,2977
9288,2017,Punjab,Rice,958,Loamy,107,2995
9289,2016,Punjab,Bajra,364,Alluvial,54,2371
9290,2014,Punjab,Bajra,470,Loamy,74,2788
9291,2000,Punjab,Rice,933,Loamy,173,3443
9292,2010,Punjab,Wheat,575,Loamy,139,3579
9293,2001,Punjab,Bajra,417,Loamy,70,2922
9294,2001,Punjab,Wheat,437,Loamy,158,3346
9295,2004,Punjab,Rice,894,Loamy,116,3028
9296,2016,Punjab,Bajra,523,Loamy,54,2332
9297,2002,Punjab,Wheat,630,Alluvial,140,3159
9298,2017,Punjab,Bajra,364,Loamy,85,2863
9299,2010,Punjab,Wheat,485,Loamy,111,3416
9300,2010,Punjab,Wheat,642,Loamy,113,3554
9301,2014,Punjab,Bajra,366,Alluvial,72,2390
9302,2000,Punjab,Wheat,582,Loamy,164,3322
9303,2013,Punjab,Bajra,334,Loamy,98,2132
9304,2014,Punjab,Rice,973,Loamy,109,3413
9305,2008,Punjab,Rice,954,Loamy,134,3326
9306,2010,Punjab,Bajra,557,Alluvial,84,2677
9307,2008,Punjab,Rice,866,Loamy,117,2916
9308,2017,Punjab,Bajra,470,Loamy,54,2692
9309,2014,Punjab,Wheat,626,Loamy,158,3244
9310,2000,Punjab,Wheat,647,Alluvial,142,3057
9311,2006,Punjab,Bajra,342,Loamy,98,2010
9312,2013,Punjab,Rice,989,Loamy,112,3177
9313,2008,Punjab,Rice,921,Loamy,133,3215
9314,2008,Punjab,Wheat,644,Loamy,158,3370
9315,2008,Punjab,Bajra,432,Alluvial,66,2070
